Firm_ID,Year,Industry_Type,E_Score,S_Score,G_Score,Board_Independence,financial_risk_score
MFG0010,2020,Heavy Machinery,61.78,76.78,60.75,75.54,0
MFG0405,2019,Textile,70.48,78.72,63.39,89.31,0
MFG0384,2021,Electronics,89.41,63.99,69.38,56.66,0
MFG0302,2020,Pharmaceuticals,76.13,64.25,69.32,59.29,0
MFG0231,2022,Heavy Machinery,66.39,59.8,52.56,61.61,66
MFG0219,2020,Pharmaceuticals,59.07,75.19,60.72,87.5,33
MFG0411,2023,Automobile,76.78,53.27,62.1,75.03,33
MFG0066,2019,Electronics,70.58,66.53,69.69,58.51,0
MFG0425,2021,Pharmaceuticals,78.36,82.71,53.8,82.16,33
MFG0112,2023,Heavy Machinery,45.78,73.35,70.65,86.91,33
MFG0013,2022,Electronics,84.51,77.02,55.99,66.14,33
MFG0393,2023,Textile,53.16,53.2,66.99,56.91,66
MFG0420,2023,Heavy Machinery,66.67,59.05,73.92,62.4,33
MFG0086,2022,Pharmaceuticals,87.29,78.66,55.18,58.68,33
MFG0234,2023,Electronics,47.43,69.13,66.93,58.06,33
MFG0090,2021,Heavy Machinery,71.05,58.64,63.52,56.83,33
MFG0314,2020,Electronics,68.98,73.64,57.18,85.04,33
MFG0054,2023,Electronics,71.68,63.2,55.2,53.44,33
MFG0012,2021,Electronics,75.92,90.84,59.34,66.53,33
MFG0209,2020,Pharmaceuticals,72.17,73.39,58.52,50.59,33
MFG0462,2020,Heavy Machinery,57.26,59.7,63.36,61.74,66
MFG0014,2023,Automobile,73.07,75.93,61.59,78.28,0
MFG0121,2021,Automobile,71.8,82.53,68.39,58.11,0
MFG0418,2023,Pharmaceuticals,71.34,67.95,71.47,89.95,0
MFG0437,2022,Pharmaceuticals,94.95,61.09,52.77,51.93,33
MFG0377,2020,Electronics,86.71,68.4,62.99,55.46,0
MFG0020,2023,Heavy Machinery,92.1,62.48,57.4,81.48,33
MFG0075,2020,Heavy Machinery,75.79,65.68,56.32,89.04,33
MFG0400,2021,Textile,91.64,55.5,52.45,88.16,66
MFG0243,2019,Textile,62.58,75.88,51.86,81.93,33
MFG0223,2023,Automobile,68.05,57.66,60.85,88.92,33
MFG0070,2023,Textile,65.62,73.47,68.14,83.63,0
MFG0312,2020,Textile,66.55,65.26,68.11,52.32,0
MFG0211,2021,Automobile,72.45,70.01,56.58,83.83,33
MFG0101,2022,Automobile,74.24,63.73,55.77,69.35,33
MFG0186,2021,Textile,76.74,69.77,66.91,68.27,0
MFG0132,2023,Heavy Machinery,91.19,71.89,61.55,50.1,0
MFG0111,2022,Textile,55.23,64.84,72.12,74.81,33
MFG0381,2021,Electronics,58.74,52.43,56.11,76.86,99
MFG0132,2019,Electronics,45.14,71.03,50.14,81.63,66
MFG0020,2020,Electronics,62.74,71.52,69.9,63.04,0
MFG0394,2021,Pharmaceuticals,67.11,55.11,49.88,55.13,66
MFG0024,2021,Electronics,64.32,59.17,53.43,67.59,66
MFG0227,2019,Heavy Machinery,59.47,64.87,59.65,64.49,66
MFG0154,2023,Pharmaceuticals,72.98,47.35,62.72,80.13,33
MFG0293,2020,Pharmaceuticals,67.75,74.37,69.81,59.18,0
MFG0230,2021,Electronics,62.27,63.6,56.89,55.53,33
MFG0469,2022,Textile,73.66,70.6,75.54,67.61,0
MFG0310,2021,Automobile,65.69,58.44,52.87,75.12,66
MFG0488,2020,Textile,84.72,86.16,62.02,61.24,0
MFG0359,2021,Textile,70.2,55.21,71.64,54.58,33
MFG0405,2019,Pharmaceuticals,68.15,63.51,72.06,67.56,0
MFG0202,2021,Pharmaceuticals,74.88,78.79,41.36,88.48,33
MFG0038,2021,Pharmaceuticals,49.94,57.66,86.66,88.69,66
MFG0430,2022,Heavy Machinery,85.35,68.82,62.42,78.35,0
MFG0260,2019,Heavy Machinery,80.63,73.64,67.23,81.09,0
MFG0188,2019,Automobile,63.28,54.44,62.33,58.14,33
MFG0057,2021,Pharmaceuticals,59.56,61.98,82.08,64.99,33
MFG0429,2022,Electronics,60.89,69.71,75.31,74.19,0
MFG0020,2021,Pharmaceuticals,56.49,72.08,81.86,80.02,33
MFG0273,2021,Heavy Machinery,53.34,60.6,68.79,56.66,33
MFG0119,2020,Pharmaceuticals,56.13,84.57,72.3,68.31,33
MFG0071,2020,Heavy Machinery,42.88,72.33,56.64,56.51,66
MFG0004,2022,Pharmaceuticals,68.0,74.99,62.88,75.33,0
MFG0221,2023,Electronics,70.5,74.46,72.3,80.89,0
MFG0014,2020,Automobile,86.09,53.93,67.55,83.33,33
MFG0003,2023,Electronics,82.86,66.97,65.85,79.29,0
MFG0216,2019,Heavy Machinery,63.93,67.85,58.79,56.37,33
MFG0229,2020,Textile,69.28,65.71,74.32,83.14,0
MFG0336,2020,Electronics,84.13,69.87,74.21,63.38,0
MFG0186,2022,Pharmaceuticals,67.07,49.03,73.34,83.43,33
MFG0055,2023,Automobile,73.88,69.15,67.34,60.04,0
MFG0388,2020,Pharmaceuticals,65.33,65.27,65.08,69.03,0
MFG0376,2020,Pharmaceuticals,72.43,48.96,73.99,73.06,33
MFG0254,2022,Electronics,72.92,71.8,72.49,51.39,0
MFG0024,2022,Automobile,68.16,57.37,57.86,86.15,66
MFG0162,2023,Textile,83.73,64.58,67.53,70.46,0
MFG0158,2019,Pharmaceuticals,62.49,65.71,70.26,57.68,0
MFG0082,2019,Automobile,73.27,51.38,59.62,56.43,66
MFG0403,2021,Textile,91.62,52.39,72.23,77.46,33
MFG0159,2020,Pharmaceuticals,75.42,72.91,70.74,53.27,0
MFG0188,2023,Automobile,63.24,62.57,61.67,67.59,0
MFG0060,2020,Electronics,75.82,64.46,54.15,71.61,33
MFG0403,2023,Pharmaceuticals,98.75,68.66,69.69,59.33,0
MFG0305,2023,Pharmaceuticals,72.43,52.18,80.72,55.17,33
MFG0319,2023,Automobile,80.73,64.33,67.04,69.63,0
MFG0366,2020,Pharmaceuticals,72.06,67.0,70.13,63.61,0
MFG0211,2022,Textile,75.03,83.88,55.68,55.61,33
MFG0406,2020,Pharmaceuticals,71.14,59.72,64.62,58.41,33
MFG0152,2023,Heavy Machinery,60.8,75.1,64.11,68.84,0
MFG0109,2021,Textile,76.11,67.98,57.91,55.32,33
MFG0076,2019,Automobile,58.55,57.78,68.52,87.44,66
MFG0030,2023,Textile,68.56,62.3,68.21,81.02,0
MFG0314,2021,Heavy Machinery,93.03,75.8,62.65,63.02,0
MFG0486,2022,Heavy Machinery,71.21,74.99,64.9,60.33,0
MFG0117,2023,Pharmaceuticals,61.84,63.32,81.42,84.97,0
MFG0415,2021,Pharmaceuticals,74.65,71.09,60.04,67.08,0
MFG0356,2023,Electronics,65.91,58.67,55.95,84.51,66
MFG0192,2020,Textile,73.19,66.41,55.76,79.7,33
MFG0019,2021,Electronics,59.06,64.13,66.99,53.68,33
MFG0432,2020,Heavy Machinery,80.58,76.39,44.64,82.54,33
MFG0173,2020,Pharmaceuticals,73.37,72.17,60.92,71.6,0
MFG0228,2021,Pharmaceuticals,60.98,61.92,57.25,77.1,33
MFG0350,2019,Pharmaceuticals,75.96,62.81,64.54,58.76,0
MFG0183,2021,Automobile,93.29,67.74,64.58,50.01,0
MFG0113,2019,Heavy Machinery,63.25,66.55,67.76,63.35,0
MFG0183,2023,Pharmaceuticals,80.33,65.48,69.92,57.63,0
MFG0481,2023,Heavy Machinery,76.6,64.83,74.13,67.41,0
MFG0146,2021,Pharmaceuticals,76.44,80.41,62.17,53.64,0
MFG0319,2023,Textile,81.9,63.93,59.67,85.8,33
MFG0116,2022,Heavy Machinery,68.95,70.7,71.82,54.75,0
MFG0113,2020,Electronics,73.68,89.8,51.73,80.57,33
MFG0251,2020,Automobile,73.08,60.38,71.06,87.57,0
MFG0476,2019,Electronics,62.59,69.73,66.14,55.93,0
MFG0251,2023,Heavy Machinery,77.05,70.2,68.59,63.86,0
MFG0303,2019,Pharmaceuticals,68.01,67.9,67.92,79.24,0
MFG0459,2020,Heavy Machinery,92.13,68.37,66.09,78.58,0
MFG0313,2020,Automobile,66.41,60.09,66.42,51.5,0
MFG0118,2023,Heavy Machinery,57.48,71.23,56.12,52.83,66
MFG0301,2022,Pharmaceuticals,84.32,51.46,59.79,54.81,66
MFG0161,2022,Electronics,63.81,84.18,79.22,72.72,0
MFG0401,2023,Textile,58.65,83.42,70.38,52.2,33
MFG0198,2023,Electronics,76.26,65.04,73.48,73.54,0
MFG0260,2019,Pharmaceuticals,86.66,77.47,62.24,63.7,0
MFG0148,2023,Pharmaceuticals,80.11,65.36,65.63,76.78,0
MFG0240,2022,Automobile,65.71,68.09,69.21,81.28,0
MFG0047,2023,Heavy Machinery,73.41,61.87,74.65,81.66,0
MFG0475,2019,Heavy Machinery,68.84,75.38,63.78,51.51,0
MFG0399,2019,Electronics,90.27,62.77,68.82,87.89,0
MFG0198,2019,Textile,67.19,75.07,70.69,73.47,0
MFG0047,2019,Textile,73.09,67.62,72.48,85.83,0
MFG0078,2021,Automobile,73.86,67.84,63.39,74.61,0
MFG0124,2023,Pharmaceuticals,59.24,54.58,75.25,69.36,66
MFG0075,2020,Automobile,69.88,68.54,53.62,79.19,33
MFG0359,2023,Heavy Machinery,70.06,57.69,55.96,58.78,66
MFG0137,2021,Pharmaceuticals,87.15,68.55,68.85,54.13,0
MFG0090,2019,Automobile,74.15,85.46,68.63,53.62,0
MFG0400,2021,Electronics,67.84,55.49,63.12,83.97,33
MFG0325,2022,Heavy Machinery,70.4,66.68,61.46,86.5,0
MFG0061,2022,Textile,71.26,62.28,61.57,82.58,0
MFG0138,2023,Automobile,71.57,58.64,57.81,86.18,66
MFG0050,2023,Heavy Machinery,82.2,60.88,64.64,89.39,0
MFG0259,2020,Heavy Machinery,82.77,81.24,52.55,71.04,33
MFG0461,2020,Textile,61.1,83.63,74.06,56.16,0
MFG0107,2022,Textile,83.75,58.58,68.06,74.32,33
MFG0113,2019,Textile,80.26,71.61,75.35,64.16,0
MFG0350,2021,Automobile,71.42,59.73,66.29,63.86,33
MFG0254,2020,Textile,55.79,61.9,64.7,79.11,33
MFG0118,2020,Electronics,74.34,49.56,66.0,53.63,33
MFG0493,2019,Heavy Machinery,68.11,87.19,59.4,51.5,33
MFG0198,2019,Textile,78.1,77.88,55.05,77.81,33
MFG0337,2023,Heavy Machinery,79.11,62.13,57.12,60.43,33
MFG0365,2021,Pharmaceuticals,86.51,70.56,61.59,65.42,0
MFG0051,2019,Pharmaceuticals,60.33,64.4,57.93,62.31,33
MFG0245,2020,Textile,95.52,76.51,75.79,74.59,0
MFG0403,2020,Heavy Machinery,81.85,64.93,59.36,56.18,33
MFG0426,2022,Pharmaceuticals,79.86,66.25,68.15,78.82,0
MFG0035,2019,Textile,93.08,62.04,69.67,87.0,0
MFG0302,2023,Heavy Machinery,75.5,73.44,74.9,83.44,0
MFG0410,2021,Textile,83.37,87.88,70.45,86.28,0
MFG0499,2023,Heavy Machinery,73.87,65.44,63.61,87.48,0
MFG0069,2020,Pharmaceuticals,81.25,65.34,78.65,64.89,0
MFG0349,2023,Textile,84.78,67.77,55.05,81.83,33
MFG0320,2020,Pharmaceuticals,83.65,70.34,57.48,69.79,33
MFG0421,2020,Textile,55.37,65.31,66.76,60.79,33
MFG0468,2020,Automobile,67.45,64.47,65.69,79.88,0
MFG0049,2020,Pharmaceuticals,84.89,68.74,71.54,59.77,0
MFG0405,2020,Pharmaceuticals,77.48,52.24,66.28,54.38,33
MFG0074,2022,Electronics,71.46,63.07,67.95,78.18,0
MFG0192,2023,Pharmaceuticals,77.58,49.99,72.97,61.5,33
MFG0261,2022,Heavy Machinery,59.86,63.57,66.13,62.24,33
MFG0356,2022,Textile,80.65,59.47,70.44,85.24,33
MFG0070,2019,Automobile,76.09,73.64,58.95,55.42,33
MFG0090,2019,Heavy Machinery,72.94,61.38,59.48,80.59,33
MFG0260,2019,Heavy Machinery,70.03,64.71,72.05,65.45,0
MFG0126,2021,Heavy Machinery,74.54,48.67,65.97,85.72,33
MFG0231,2019,Heavy Machinery,68.98,77.2,66.35,67.61,0
MFG0295,2023,Automobile,68.44,58.22,59.45,66.36,66
MFG0498,2022,Electronics,91.68,63.66,61.73,67.19,0
MFG0419,2023,Pharmaceuticals,54.55,75.0,67.29,83.51,33
MFG0129,2019,Heavy Machinery,54.77,75.04,62.59,50.42,33
MFG0280,2021,Pharmaceuticals,80.6,58.0,58.1,78.19,66
MFG0313,2021,Pharmaceuticals,58.58,72.74,58.2,58.21,66
MFG0100,2022,Heavy Machinery,49.96,57.66,59.9,85.29,99
MFG0326,2023,Electronics,83.16,70.09,62.29,65.04,0
MFG0297,2020,Pharmaceuticals,85.86,60.94,62.79,63.56,0
MFG0182,2023,Textile,57.61,58.86,77.55,78.5,66
MFG0174,2019,Pharmaceuticals,52.25,68.32,72.39,78.9,33
MFG0316,2020,Heavy Machinery,58.59,61.49,67.38,75.35,33
MFG0364,2021,Automobile,64.3,86.17,79.9,63.19,0
MFG0188,2022,Pharmaceuticals,93.05,62.44,64.08,74.41,0
MFG0057,2022,Electronics,67.27,57.27,68.8,52.17,33
MFG0031,2021,Textile,81.15,59.91,67.63,88.21,33
MFG0084,2019,Textile,79.94,67.84,68.78,68.11,0
MFG0152,2021,Automobile,86.55,69.01,59.01,62.18,33
MFG0473,2019,Automobile,65.11,70.79,62.56,84.43,0
MFG0036,2020,Pharmaceuticals,71.89,76.2,58.51,62.97,33
MFG0213,2021,Heavy Machinery,69.59,52.96,68.26,89.89,33
MFG0414,2019,Electronics,77.92,76.61,65.03,77.62,0
MFG0408,2020,Textile,85.37,59.77,49.94,75.98,66
MFG0364,2021,Automobile,95.96,71.61,69.11,56.07,0
MFG0106,2022,Electronics,67.7,83.49,66.73,74.39,0
MFG0414,2021,Heavy Machinery,73.56,60.82,78.63,56.2,0
MFG0342,2023,Textile,81.53,60.44,72.42,81.34,0
MFG0220,2021,Textile,78.73,58.78,73.9,55.54,33
MFG0391,2023,Heavy Machinery,90.87,64.96,55.97,64.35,33
MFG0163,2020,Textile,70.81,79.39,73.95,69.07,0
MFG0439,2021,Heavy Machinery,67.63,57.97,63.44,82.21,33
MFG0220,2020,Textile,87.14,63.56,59.46,75.31,33
MFG0270,2020,Pharmaceuticals,75.33,76.78,46.24,79.92,33
MFG0120,2019,Heavy Machinery,77.94,73.62,75.51,59.76,0
MFG0394,2020,Electronics,71.2,63.5,62.72,59.49,0
MFG0336,2020,Pharmaceuticals,82.2,66.1,64.02,65.22,0
MFG0400,2021,Electronics,62.48,76.24,67.57,50.75,0
MFG0182,2021,Textile,66.96,82.24,79.9,83.23,0
MFG0479,2022,Electronics,42.87,83.31,63.19,64.8,33
MFG0106,2019,Pharmaceuticals,65.1,80.42,64.88,52.7,0
MFG0217,2020,Heavy Machinery,82.25,61.97,72.75,84.89,0
MFG0205,2019,Automobile,72.51,84.37,62.77,88.71,0
MFG0070,2023,Electronics,61.84,61.35,58.35,75.86,33
MFG0044,2020,Automobile,87.72,53.14,47.49,64.26,66
MFG0329,2019,Electronics,73.52,69.01,75.69,66.55,0
MFG0301,2022,Electronics,90.63,81.29,66.91,60.25,0
MFG0228,2022,Heavy Machinery,81.42,73.97,69.37,78.45,0
MFG0184,2020,Textile,74.07,67.34,61.11,64.24,0
MFG0107,2023,Pharmaceuticals,92.19,70.62,70.44,51.3,0
MFG0084,2022,Pharmaceuticals,67.88,72.79,60.33,51.85,0
MFG0338,2022,Pharmaceuticals,59.96,69.33,66.3,74.59,33
MFG0250,2023,Textile,89.59,65.34,65.86,61.62,0
MFG0363,2019,Automobile,78.65,61.33,74.03,56.74,0
MFG0441,2022,Pharmaceuticals,87.33,69.01,70.18,72.09,0
MFG0021,2021,Automobile,81.7,66.9,59.99,61.14,33
MFG0196,2022,Textile,90.08,68.03,69.81,52.93,0
MFG0178,2019,Textile,66.37,77.41,62.06,57.74,0
MFG0417,2019,Heavy Machinery,69.93,65.77,58.5,81.12,33
MFG0475,2020,Pharmaceuticals,69.81,66.13,69.41,84.08,0
MFG0007,2021,Heavy Machinery,69.96,69.71,66.55,84.89,0
MFG0070,2019,Pharmaceuticals,54.76,91.63,55.43,71.39,66
MFG0127,2023,Textile,73.8,58.17,60.88,88.04,33
MFG0399,2021,Textile,80.7,77.83,70.96,56.07,0
MFG0466,2021,Electronics,64.51,65.31,68.11,77.13,0
MFG0160,2023,Electronics,61.95,67.45,68.45,78.17,0
MFG0248,2022,Textile,70.5,56.19,79.76,52.13,33
MFG0203,2023,Textile,80.63,84.92,72.97,61.3,0
MFG0148,2023,Automobile,60.17,70.0,64.07,87.96,0
MFG0472,2022,Automobile,97.69,73.93,61.77,80.36,0
MFG0143,2022,Heavy Machinery,57.71,54.51,59.56,52.19,99
MFG0432,2022,Electronics,65.72,62.22,61.32,71.63,0
MFG0199,2022,Electronics,84.47,71.71,52.21,75.94,33
MFG0405,2022,Textile,82.64,66.55,55.27,88.92,33
MFG0426,2023,Textile,81.68,72.02,70.26,78.66,0
MFG0154,2020,Heavy Machinery,64.46,86.93,77.28,75.55,0
MFG0492,2020,Electronics,66.55,72.54,65.44,86.34,0
MFG0376,2019,Automobile,62.58,63.96,59.38,76.44,33
MFG0384,2020,Pharmaceuticals,68.48,62.14,37.76,87.28,33
MFG0142,2020,Heavy Machinery,76.21,61.11,78.63,69.71,0
MFG0313,2023,Pharmaceuticals,62.53,64.15,54.29,78.74,33
MFG0165,2022,Automobile,52.77,64.53,53.22,75.27,66
MFG0314,2022,Automobile,84.86,69.07,62.62,72.1,0
MFG0021,2023,Pharmaceuticals,70.02,72.75,64.66,62.96,0
MFG0082,2020,Heavy Machinery,80.23,71.92,65.08,86.15,0
MFG0069,2023,Pharmaceuticals,68.6,69.19,58.16,60.8,33
MFG0131,2019,Heavy Machinery,77.97,69.81,68.33,56.38,0
MFG0087,2022,Heavy Machinery,97.59,90.82,60.83,78.48,0
MFG0218,2021,Textile,59.42,61.5,61.02,71.86,33
MFG0421,2019,Electronics,63.44,67.67,62.77,60.51,0
MFG0472,2019,Electronics,62.09,51.93,59.58,84.81,66
MFG0305,2023,Automobile,95.15,64.55,54.97,61.45,33
MFG0403,2020,Textile,71.8,59.91,55.49,52.55,66
MFG0371,2022,Electronics,81.76,61.43,56.16,50.61,33
MFG0345,2021,Heavy Machinery,42.92,57.33,68.65,86.91,66
MFG0341,2019,Heavy Machinery,76.12,55.83,68.19,66.09,33
MFG0384,2021,Pharmaceuticals,68.03,69.1,62.85,58.54,0
MFG0396,2020,Pharmaceuticals,87.27,74.39,63.25,72.68,0
MFG0445,2020,Heavy Machinery,79.25,61.06,74.34,69.52,0
MFG0425,2021,Heavy Machinery,67.38,49.75,69.11,89.99,33
MFG0161,2022,Pharmaceuticals,89.38,69.0,77.52,85.54,0
MFG0178,2020,Electronics,90.39,72.23,60.38,60.84,0
MFG0117,2021,Automobile,88.56,74.06,55.68,77.91,33
MFG0196,2019,Pharmaceuticals,80.39,58.81,72.98,65.49,33
MFG0383,2021,Electronics,68.95,62.55,64.84,64.58,0
MFG0490,2021,Electronics,74.55,58.01,58.58,64.68,66
MFG0327,2023,Electronics,67.42,61.35,68.91,75.57,0
MFG0086,2020,Textile,74.43,60.89,59.36,71.52,33
MFG0289,2022,Textile,65.46,63.41,70.51,80.2,0
MFG0081,2022,Electronics,70.13,65.74,68.89,56.12,0
MFG0152,2023,Heavy Machinery,95.58,69.03,63.19,67.02,0
MFG0061,2022,Textile,75.42,60.39,51.51,84.41,33
MFG0061,2021,Pharmaceuticals,67.27,66.74,57.61,50.13,33
MFG0354,2023,Textile,59.9,59.84,77.15,74.94,66
MFG0028,2019,Heavy Machinery,70.9,52.2,78.96,81.43,33
MFG0442,2020,Automobile,80.2,72.87,85.75,65.35,0
MFG0043,2020,Textile,73.5,62.03,68.2,85.34,0
MFG0169,2020,Electronics,71.41,52.4,56.28,79.43,66
MFG0423,2021,Electronics,76.68,73.04,75.71,74.24,0
MFG0086,2019,Electronics,76.34,65.74,62.89,57.93,0
MFG0177,2023,Automobile,79.76,72.08,59.54,76.8,33
MFG0017,2023,Heavy Machinery,80.05,71.77,67.68,83.35,0
MFG0098,2020,Pharmaceuticals,71.03,58.15,80.18,79.2,33
MFG0454,2019,Heavy Machinery,70.48,76.37,64.16,72.99,0
MFG0494,2019,Automobile,72.01,51.51,65.14,78.58,33
MFG0198,2019,Electronics,78.16,64.43,52.74,89.08,33
MFG0098,2022,Heavy Machinery,84.33,63.83,65.86,50.43,0
MFG0065,2022,Pharmaceuticals,68.29,61.01,70.32,76.56,0
MFG0330,2020,Electronics,70.2,79.03,64.3,81.72,0
MFG0341,2019,Pharmaceuticals,63.05,70.71,64.89,75.56,0
MFG0005,2019,Textile,55.55,55.33,66.8,60.92,66
MFG0002,2023,Pharmaceuticals,58.38,56.63,56.61,82.91,99
MFG0022,2023,Electronics,60.96,87.39,46.78,86.53,33
MFG0112,2020,Textile,64.68,63.71,64.17,77.34,0
MFG0057,2019,Electronics,77.06,60.84,63.2,70.44,0
MFG0066,2020,Electronics,60.22,78.41,69.56,64.65,0
MFG0330,2023,Textile,72.19,52.01,84.18,63.2,33
MFG0098,2023,Pharmaceuticals,81.22,80.48,75.37,78.93,0
MFG0144,2022,Automobile,62.87,60.82,48.54,74.28,33
MFG0368,2020,Automobile,66.59,72.63,85.17,56.27,0
MFG0435,2020,Automobile,57.48,63.69,70.31,55.64,33
MFG0125,2019,Automobile,61.52,53.83,62.88,52.84,33
MFG0167,2019,Heavy Machinery,87.07,69.61,76.81,77.34,0
MFG0086,2022,Automobile,77.55,76.53,44.58,62.57,33
MFG0076,2021,Textile,95.65,46.86,60.64,50.81,33
MFG0344,2021,Automobile,63.89,57.6,66.58,63.51,33
MFG0495,2021,Electronics,88.59,79.14,65.54,83.28,0
MFG0424,2020,Automobile,63.98,71.58,77.11,59.91,0
MFG0294,2020,Pharmaceuticals,66.49,72.18,74.44,75.34,0
MFG0444,2023,Textile,101.95,76.38,70.46,67.59,0
MFG0059,2020,Textile,62.81,72.21,62.78,71.96,0
MFG0138,2020,Heavy Machinery,89.45,69.33,72.69,73.83,0
MFG0099,2020,Electronics,71.65,78.05,60.22,68.19,0
MFG0192,2022,Textile,60.15,64.49,71.18,52.31,0
MFG0243,2020,Pharmaceuticals,56.26,67.85,59.17,72.71,66
MFG0319,2019,Automobile,73.16,75.43,67.35,65.9,0
MFG0049,2019,Textile,59.64,61.12,53.35,58.0,66
MFG0448,2023,Pharmaceuticals,68.75,80.82,73.28,85.86,0
MFG0032,2022,Automobile,51.05,70.62,61.44,79.44,33
MFG0391,2019,Heavy Machinery,75.9,57.66,54.05,61.36,66
MFG0277,2022,Textile,55.03,66.26,57.29,71.56,66
MFG0020,2022,Textile,71.34,55.53,62.55,88.52,33
MFG0154,2023,Pharmaceuticals,56.78,68.77,57.7,59.82,66
MFG0383,2022,Electronics,85.48,64.59,70.76,87.9,0
MFG0068,2020,Heavy Machinery,48.79,60.22,62.78,77.33,33
MFG0366,2022,Electronics,68.89,51.98,72.48,71.63,33
MFG0372,2023,Textile,78.15,60.87,62.74,89.33,0
MFG0214,2023,Electronics,75.95,66.37,70.74,63.35,0
MFG0143,2023,Automobile,58.28,64.65,65.07,61.13,33
MFG0376,2019,Heavy Machinery,52.86,55.22,62.92,63.58,66
MFG0232,2020,Electronics,80.6,68.19,56.67,80.03,33
MFG0213,2019,Automobile,70.64,59.13,65.54,63.48,33
MFG0079,2021,Pharmaceuticals,60.21,76.3,70.88,54.11,0
MFG0214,2020,Electronics,81.0,77.62,59.5,75.77,33
MFG0116,2022,Heavy Machinery,65.81,65.69,64.9,58.92,0
MFG0092,2023,Automobile,64.77,82.19,60.59,50.17,0
MFG0270,2021,Electronics,62.47,66.73,80.49,57.97,0
MFG0411,2020,Pharmaceuticals,63.65,56.3,67.5,82.77,33
MFG0381,2019,Electronics,63.25,78.67,65.72,87.61,0
MFG0489,2023,Automobile,75.61,82.53,61.11,76.48,0
MFG0168,2019,Electronics,89.06,76.95,72.07,62.42,0
MFG0058,2020,Heavy Machinery,56.64,61.13,64.99,67.46,33
MFG0284,2020,Textile,68.25,56.88,64.48,57.78,33
MFG0026,2021,Automobile,70.2,64.85,64.41,85.23,0
MFG0369,2022,Automobile,77.11,90.29,56.15,76.62,33
MFG0447,2019,Automobile,82.87,57.41,76.97,53.38,33
MFG0066,2021,Automobile,70.25,75.39,72.36,64.68,0
MFG0409,2023,Electronics,64.99,67.17,65.07,71.52,0
MFG0248,2022,Heavy Machinery,78.36,76.5,64.18,81.89,0
MFG0254,2021,Pharmaceuticals,53.96,56.66,57.95,86.82,99
MFG0387,2019,Heavy Machinery,48.42,65.75,53.19,55.31,66
MFG0456,2020,Automobile,100.49,59.92,57.95,83.38,66
MFG0044,2023,Electronics,63.11,60.43,74.15,52.63,0
MFG0097,2019,Electronics,67.45,74.63,61.91,59.62,0
MFG0042,2022,Automobile,77.98,57.93,73.66,50.84,33
MFG0227,2022,Electronics,75.82,70.61,64.76,52.55,0
MFG0262,2020,Automobile,81.74,68.5,58.05,51.3,33
MFG0167,2020,Heavy Machinery,82.31,59.42,59.13,55.84,66
MFG0436,2023,Textile,56.13,61.36,66.97,85.06,33
MFG0279,2023,Electronics,85.96,71.01,52.04,61.35,33
MFG0089,2020,Automobile,77.62,67.77,58.86,69.19,33
MFG0379,2020,Automobile,76.16,68.34,61.37,69.48,0
MFG0178,2022,Electronics,76.65,65.91,71.56,89.81,0
MFG0427,2020,Pharmaceuticals,47.44,65.32,67.26,64.59,33
MFG0403,2021,Automobile,69.69,67.81,66.5,60.6,0
MFG0197,2019,Electronics,61.37,80.95,68.71,88.53,0
MFG0307,2020,Automobile,59.78,72.76,73.27,73.7,33
MFG0267,2023,Pharmaceuticals,66.63,66.82,65.4,61.58,0
MFG0268,2021,Textile,81.08,58.26,56.73,61.5,66
MFG0074,2023,Pharmaceuticals,75.16,64.23,66.5,53.45,0
MFG0008,2021,Heavy Machinery,76.81,59.72,58.28,72.27,66
MFG0408,2020,Electronics,67.09,60.83,48.45,78.95,33
MFG0476,2019,Pharmaceuticals,76.14,51.17,66.51,68.99,33
MFG0297,2023,Textile,69.81,67.9,69.13,85.38,0
MFG0164,2021,Automobile,82.44,86.61,67.77,69.36,0
MFG0485,2022,Electronics,79.65,69.77,69.04,63.85,0
MFG0085,2020,Pharmaceuticals,73.76,74.55,73.92,60.03,0
MFG0072,2019,Textile,63.19,76.64,57.25,59.73,33
MFG0055,2020,Pharmaceuticals,75.0,65.42,61.9,62.66,0
MFG0393,2022,Heavy Machinery,74.67,66.02,54.7,89.68,33
MFG0047,2019,Electronics,73.31,55.43,68.59,64.43,33
MFG0399,2022,Automobile,66.77,69.77,74.83,70.98,0
MFG0432,2020,Textile,64.8,68.5,60.64,60.99,0
MFG0238,2021,Pharmaceuticals,75.55,60.29,70.78,55.74,0
MFG0104,2020,Electronics,62.57,78.34,58.85,75.83,33
MFG0210,2020,Pharmaceuticals,69.23,61.01,70.16,71.81,0
MFG0042,2020,Electronics,78.46,93.63,47.13,52.71,33
MFG0316,2023,Heavy Machinery,76.86,71.63,77.18,85.31,0
MFG0468,2022,Pharmaceuticals,59.27,67.8,56.28,70.31,66
MFG0454,2022,Heavy Machinery,75.28,85.45,66.35,63.41,0
MFG0268,2022,Textile,94.35,47.45,76.24,81.17,33
MFG0386,2023,Heavy Machinery,79.43,65.42,55.66,54.48,33
MFG0263,2021,Electronics,68.98,64.1,79.08,68.95,0
MFG0336,2020,Textile,86.38,66.37,81.82,71.95,0
MFG0387,2021,Pharmaceuticals,96.19,70.04,70.51,81.0,0
MFG0365,2023,Pharmaceuticals,81.5,66.1,65.13,64.81,0
MFG0259,2022,Electronics,52.95,80.61,63.52,84.2,33
