Firm_ID,Year,Overall_Compliance,final_esg_risk_score,alert_level
MFG0159,2022,Compliant,0,Low
MFG0152,2022,Non-Compliant,33,Warning
MFG0483,2023,Compliant,0,Low
MFG0108,2022,Compliant,0,Low
MFG0188,2019,Non-Compliant,33,Warning
MFG0301,2022,Compliant,0,Low
MFG0098,2021,Non-Compliant,33,Warning
MFG0131,2021,Compliant,0,Low
MFG0293,2021,Non-Compliant,33,Warning
MFG0171,2023,Compliant,0,Low
MFG0424,2021,Compliant,0,Low
MFG0474,2023,Compliant,0,Low
MFG0183,2023,Compliant,0,Low
MFG0471,2022,Non-Compliant,33,Warning
MFG0364,2019,Compliant,0,Low
MFG0039,2022,Compliant,0,Low
MFG0015,2022,Compliant,0,Low
MFG0376,2023,Compliant,0,Low
MFG0497,2023,Non-Compliant,33,Warning
MFG0004,2021,Compliant,0,Low
MFG0349,2021,Compliant,0,Low
MFG0470,2022,Non-Compliant,33,Warning
MFG0409,2020,Non-Compliant,66,Critical
MFG0397,2020,Non-Compliant,33,Warning
MFG0210,2021,Compliant,0,Low
MFG0161,2020,Non-Compliant,33,Warning
MFG0016,2021,Compliant,0,Low
MFG0493,2023,Non-Compliant,66,Critical
MFG0426,2022,Compliant,0,Low
MFG0108,2019,Compliant,0,Low
MFG0382,2022,Compliant,0,Low
MFG0450,2021,Compliant,0,Low
MFG0311,2021,Non-Compliant,33,Warning
MFG0227,2022,Compliant,0,Low
MFG0170,2021,Compliant,0,Low
MFG0034,2020,Non-Compliant,33,Warning
MFG0414,2020,Compliant,0,Low
MFG0251,2021,Compliant,0,Low
MFG0247,2021,Compliant,0,Low
MFG0269,2020,Non-Compliant,33,Warning
MFG0141,2021,Non-Compliant,33,Warning
MFG0274,2021,Non-Compliant,66,Critical
MFG0416,2022,Non-Compliant,33,Warning
MFG0096,2019,Non-Compliant,33,Warning
MFG0227,2020,Non-Compliant,33,Warning
MFG0379,2022,Non-Compliant,33,Warning
MFG0039,2019,Non-Compliant,33,Warning
MFG0302,2021,Compliant,0,Low
MFG0029,2021,Compliant,0,Low
MFG0446,2022,Non-Compliant,33,Warning
MFG0497,2021,Compliant,0,Low
MFG0477,2023,Non-Compliant,33,Warning
MFG0318,2022,Compliant,0,Low
MFG0245,2019,Compliant,0,Low
MFG0236,2022,Non-Compliant,33,Warning
MFG0185,2020,Non-Compliant,33,Warning
MFG0272,2022,Non-Compliant,33,Warning
MFG0440,2021,Non-Compliant,33,Warning
MFG0236,2021,Compliant,0,Low
MFG0239,2023,Compliant,0,Low
MFG0377,2023,Non-Compliant,33,Warning
MFG0266,2023,Compliant,0,Low
MFG0414,2019,Non-Compliant,33,Warning
MFG0409,2023,Compliant,0,Low
MFG0359,2019,Compliant,0,Low
MFG0340,2023,Compliant,0,Low
MFG0389,2019,Compliant,0,Low
MFG0065,2022,Non-Compliant,33,Warning
MFG0478,2022,Compliant,0,Low
MFG0177,2021,Non-Compliant,33,Warning
MFG0003,2019,Compliant,0,Low
MFG0429,2020,Non-Compliant,33,Warning
MFG0142,2021,Non-Compliant,66,Critical
MFG0376,2022,Non-Compliant,33,Warning
MFG0158,2019,Non-Compliant,33,Warning
MFG0498,2023,Compliant,0,Low
MFG0324,2020,Compliant,0,Low
MFG0146,2022,Compliant,0,Low
MFG0446,2021,Non-Compliant,66,Critical
MFG0293,2019,Non-Compliant,33,Warning
MFG0153,2020,Non-Compliant,66,Critical
MFG0432,2019,Compliant,0,Low
MFG0193,2023,Compliant,0,Low
MFG0437,2021,Compliant,0,Low
MFG0494,2019,Non-Compliant,33,Warning
MFG0463,2022,Non-Compliant,33,Warning
MFG0073,2021,Compliant,0,Low
MFG0399,2022,Non-Compliant,66,Critical
MFG0305,2019,Non-Compliant,66,Critical
MFG0377,2021,Compliant,0,Low
MFG0344,2022,Non-Compliant,33,Warning
MFG0452,2023,Non-Compliant,33,Warning
MFG0140,2023,Non-Compliant,33,Warning
MFG0187,2019,Compliant,0,Low
MFG0293,2021,Non-Compliant,33,Warning
MFG0061,2020,Non-Compliant,33,Warning
MFG0485,2021,Compliant,0,Low
MFG0427,2023,Non-Compliant,33,Warning
MFG0380,2022,Compliant,0,Low
MFG0198,2020,Non-Compliant,33,Warning
MFG0295,2019,Non-Compliant,33,Warning
MFG0440,2020,Compliant,0,Low
MFG0319,2019,Compliant,0,Low
MFG0302,2020,Compliant,0,Low
MFG0344,2019,Non-Compliant,66,Critical
MFG0011,2019,Non-Compliant,33,Warning
MFG0062,2020,Compliant,0,Low
MFG0333,2020,Compliant,0,Low
MFG0226,2019,Compliant,0,Low
MFG0153,2023,Non-Compliant,66,Critical
MFG0199,2020,Non-Compliant,33,Warning
MFG0052,2021,Compliant,0,Low
MFG0260,2022,Compliant,0,Low
MFG0059,2019,Non-Compliant,66,Critical
MFG0072,2019,Non-Compliant,33,Warning
MFG0148,2022,Compliant,0,Low
MFG0349,2023,Non-Compliant,33,Warning
MFG0063,2022,Non-Compliant,99,Critical
MFG0310,2020,Compliant,0,Low
MFG0373,2022,Compliant,0,Low
MFG0243,2019,Non-Compliant,33,Warning
MFG0493,2022,Compliant,0,Low
MFG0366,2021,Non-Compliant,66,Critical
MFG0330,2020,Compliant,0,Low
MFG0107,2022,Non-Compliant,33,Warning
MFG0226,2019,Non-Compliant,66,Critical
MFG0313,2020,Non-Compliant,33,Warning
MFG0218,2019,Compliant,0,Low
MFG0425,2023,Non-Compliant,33,Warning
MFG0241,2021,Compliant,0,Low
MFG0259,2023,Non-Compliant,33,Warning
MFG0376,2021,Compliant,0,Low
MFG0262,2022,Non-Compliant,66,Critical
MFG0005,2020,Non-Compliant,66,Critical
MFG0261,2022,Non-Compliant,66,Critical
MFG0054,2021,Compliant,0,Low
MFG0047,2021,Compliant,0,Low
MFG0215,2021,Compliant,0,Low
MFG0177,2019,Compliant,0,Low
MFG0009,2020,Non-Compliant,33,Warning
MFG0099,2022,Non-Compliant,66,Critical
MFG0020,2022,Compliant,0,Low
MFG0378,2023,Non-Compliant,33,Warning
MFG0241,2021,Compliant,0,Low
MFG0061,2021,Non-Compliant,33,Warning
MFG0379,2021,Compliant,0,Low
MFG0490,2022,Non-Compliant,33,Warning
MFG0419,2023,Non-Compliant,33,Warning
MFG0178,2019,Non-Compliant,33,Warning
MFG0338,2020,Compliant,0,Low
MFG0062,2019,Compliant,0,Low
MFG0145,2022,Non-Compliant,66,Critical
MFG0216,2021,Non-Compliant,33,Warning
MFG0003,2020,Non-Compliant,33,Warning
MFG0160,2022,Non-Compliant,66,Critical
MFG0227,2022,Compliant,0,Low
MFG0486,2022,Compliant,0,Low
MFG0269,2020,Compliant,0,Low
MFG0120,2020,Non-Compliant,66,Critical
MFG0381,2023,Non-Compliant,66,Critical
MFG0495,2023,Non-Compliant,99,Critical
MFG0089,2019,Compliant,0,Low
MFG0329,2020,Compliant,0,Low
MFG0068,2020,Compliant,0,Low
MFG0398,2020,Compliant,0,Low
MFG0357,2023,Non-Compliant,66,Critical
MFG0098,2022,Non-Compliant,33,Warning
MFG0267,2021,Non-Compliant,66,Critical
MFG0105,2023,Compliant,0,Low
MFG0440,2020,Compliant,0,Low
MFG0323,2023,Non-Compliant,33,Warning
MFG0123,2019,Non-Compliant,66,Critical
MFG0476,2020,Non-Compliant,33,Warning
MFG0029,2019,Non-Compliant,33,Warning
MFG0137,2020,Non-Compliant,33,Warning
MFG0195,2023,Non-Compliant,33,Warning
MFG0409,2022,Compliant,0,Low
MFG0226,2021,Non-Compliant,33,Warning
MFG0332,2019,Compliant,0,Low
MFG0170,2023,Compliant,0,Low
MFG0009,2022,Non-Compliant,33,Warning
MFG0463,2023,Compliant,0,Low
MFG0040,2019,Compliant,0,Low
MFG0025,2021,Compliant,0,Low
MFG0261,2023,Compliant,0,Low
MFG0395,2020,Non-Compliant,33,Warning
MFG0443,2022,Compliant,0,Low
MFG0226,2023,Compliant,0,Low
MFG0472,2022,Non-Compliant,33,Warning
MFG0124,2020,Compliant,0,Low
MFG0463,2021,Compliant,0,Low
MFG0038,2021,Non-Compliant,33,Warning
MFG0328,2020,Compliant,0,Low
MFG0251,2022,Non-Compliant,33,Warning
MFG0389,2023,Compliant,0,Low
MFG0176,2020,Compliant,0,Low
MFG0090,2019,Compliant,0,Low
MFG0402,2022,Non-Compliant,33,Warning
MFG0454,2021,Compliant,0,Low
MFG0037,2020,Non-Compliant,33,Warning
MFG0316,2021,Non-Compliant,66,Critical
MFG0176,2022,Compliant,0,Low
MFG0461,2021,Compliant,0,Low
MFG0284,2020,Compliant,0,Low
MFG0453,2022,Compliant,0,Low
MFG0461,2019,Non-Compliant,33,Warning
MFG0081,2020,Non-Compliant,33,Warning
MFG0114,2023,Compliant,0,Low
MFG0040,2020,Non-Compliant,66,Critical
MFG0301,2022,Non-Compliant,66,Critical
MFG0224,2020,Compliant,0,Low
MFG0318,2019,Non-Compliant,33,Warning
MFG0349,2019,Compliant,0,Low
MFG0115,2023,Non-Compliant,33,Warning
MFG0186,2021,Non-Compliant,66,Critical
MFG0323,2022,Compliant,0,Low
MFG0056,2022,Compliant,0,Low
MFG0040,2021,Non-Compliant,33,Warning
MFG0354,2019,Non-Compliant,33,Warning
MFG0040,2019,Compliant,0,Low
MFG0347,2020,Non-Compliant,33,Warning
MFG0461,2023,Non-Compliant,33,Warning
MFG0237,2023,Compliant,0,Low
MFG0289,2023,Compliant,0,Low
MFG0262,2020,Non-Compliant,66,Critical
MFG0216,2023,Compliant,0,Low
MFG0147,2021,Non-Compliant,33,Warning
MFG0336,2020,Compliant,0,Low
MFG0168,2021,Non-Compliant,33,Warning
MFG0092,2020,Non-Compliant,33,Warning
MFG0353,2023,Compliant,0,Low
MFG0059,2021,Compliant,0,Low
MFG0059,2021,Non-Compliant,33,Warning
MFG0304,2021,Compliant,0,Low
MFG0169,2020,Non-Compliant,33,Warning
MFG0269,2022,Compliant,0,Low
MFG0363,2023,Non-Compliant,33,Warning
MFG0045,2021,Compliant,0,Low
MFG0345,2022,Compliant,0,Low
MFG0181,2023,Non-Compliant,33,Warning
MFG0170,2023,Compliant,0,Low
MFG0356,2021,Non-Compliant,33,Warning
MFG0191,2021,Compliant,0,Low
MFG0155,2020,Non-Compliant,33,Warning
MFG0422,2022,Compliant,0,Low
MFG0188,2022,Non-Compliant,33,Warning
MFG0007,2021,Non-Compliant,33,Warning
MFG0133,2023,Compliant,0,Low
MFG0235,2021,Compliant,0,Low
MFG0045,2023,Compliant,0,Low
MFG0314,2023,Non-Compliant,33,Warning
MFG0249,2021,Compliant,0,Low
MFG0499,2019,Non-Compliant,33,Warning
MFG0031,2022,Compliant,0,Low
MFG0023,2023,Compliant,0,Low
MFG0426,2023,Non-Compliant,33,Warning
MFG0394,2019,Compliant,0,Low
MFG0160,2020,Non-Compliant,33,Warning
MFG0363,2019,Compliant,0,Low
MFG0437,2019,Non-Compliant,66,Critical
MFG0158,2023,Non-Compliant,33,Warning
MFG0039,2022,Compliant,0,Low
MFG0415,2019,Non-Compliant,33,Warning
MFG0082,2020,Non-Compliant,33,Warning
MFG0356,2021,Non-Compliant,33,Warning
MFG0258,2019,Compliant,0,Low
MFG0206,2019,Non-Compliant,66,Critical
MFG0077,2020,Non-Compliant,66,Critical
MFG0477,2022,Compliant,0,Low
MFG0012,2019,Non-Compliant,33,Warning
MFG0295,2019,Compliant,0,Low
MFG0450,2022,Compliant,0,Low
MFG0224,2020,Compliant,0,Low
MFG0013,2019,Non-Compliant,33,Warning
MFG0046,2022,Compliant,0,Low
MFG0155,2019,Compliant,0,Low
MFG0113,2021,Compliant,0,Low
MFG0233,2023,Compliant,0,Low
MFG0017,2021,Compliant,0,Low
MFG0360,2019,Compliant,0,Low
MFG0223,2020,Non-Compliant,66,Critical
MFG0354,2023,Non-Compliant,33,Warning
MFG0188,2021,Compliant,0,Low
MFG0448,2022,Non-Compliant,33,Warning
MFG0344,2020,Compliant,0,Low
MFG0365,2021,Compliant,0,Low
MFG0163,2022,Compliant,0,Low
MFG0496,2019,Compliant,0,Low
MFG0326,2022,Non-Compliant,33,Warning
MFG0467,2021,Compliant,0,Low
MFG0414,2021,Compliant,0,Low
MFG0455,2019,Compliant,0,Low
MFG0074,2022,Compliant,0,Low
MFG0233,2022,Compliant,0,Low
MFG0224,2019,Compliant,0,Low
MFG0482,2022,Non-Compliant,33,Warning
MFG0319,2019,Non-Compliant,66,Critical
MFG0412,2020,Non-Compliant,33,Warning
MFG0060,2021,Non-Compliant,33,Warning
MFG0335,2020,Non-Compliant,33,Warning
MFG0222,2023,Compliant,0,Low
MFG0037,2023,Compliant,0,Low
MFG0477,2023,Non-Compliant,66,Critical
MFG0278,2019,Compliant,0,Low
MFG0196,2022,Non-Compliant,33,Warning
MFG0404,2020,Compliant,0,Low
MFG0352,2020,Non-Compliant,33,Warning
MFG0484,2020,Non-Compliant,66,Critical
MFG0242,2020,Compliant,0,Low
MFG0324,2023,Compliant,0,Low
MFG0219,2020,Non-Compliant,33,Warning
MFG0192,2022,Non-Compliant,33,Warning
MFG0017,2023,Non-Compliant,33,Warning
MFG0012,2020,Non-Compliant,33,Warning
MFG0406,2019,Non-Compliant,33,Warning
MFG0401,2021,Compliant,0,Low
MFG0394,2021,Non-Compliant,33,Warning
MFG0374,2021,Non-Compliant,33,Warning
MFG0193,2023,Non-Compliant,33,Warning
MFG0022,2020,Compliant,0,Low
MFG0474,2023,Compliant,0,Low
MFG0120,2022,Non-Compliant,33,Warning
MFG0210,2019,Non-Compliant,33,Warning
MFG0306,2019,Non-Compliant,33,Warning
MFG0270,2021,Non-Compliant,66,Critical
MFG0192,2021,Compliant,0,Low
MFG0175,2021,Compliant,0,Low
MFG0285,2020,Compliant,0,Low
MFG0204,2022,Compliant,0,Low
MFG0164,2022,Non-Compliant,33,Warning
MFG0251,2022,Compliant,0,Low
MFG0227,2022,Non-Compliant,33,Warning
MFG0436,2021,Non-Compliant,33,Warning
MFG0381,2019,Compliant,0,Low
MFG0460,2021,Non-Compliant,66,Critical
MFG0007,2022,Compliant,0,Low
MFG0029,2021,Compliant,0,Low
MFG0395,2022,Non-Compliant,33,Warning
MFG0033,2023,Compliant,0,Low
MFG0134,2019,Compliant,0,Low
MFG0367,2023,Compliant,0,Low
MFG0079,2020,Non-Compliant,33,Warning
MFG0416,2021,Compliant,0,Low
MFG0435,2020,Non-Compliant,33,Warning
MFG0459,2021,Non-Compliant,66,Critical
MFG0058,2023,Non-Compliant,33,Warning
MFG0471,2022,Non-Compliant,66,Critical
MFG0026,2022,Non-Compliant,33,Warning
MFG0482,2021,Compliant,0,Low
MFG0430,2022,Compliant,0,Low
MFG0226,2023,Compliant,0,Low
MFG0285,2022,Non-Compliant,33,Warning
MFG0004,2023,Compliant,0,Low
MFG0465,2020,Non-Compliant,33,Warning
MFG0099,2023,Non-Compliant,66,Critical
MFG0397,2019,Non-Compliant,33,Warning
MFG0489,2019,Non-Compliant,66,Critical
MFG0039,2019,Compliant,0,Low
MFG0271,2021,Compliant,0,Low
MFG0375,2021,Non-Compliant,33,Warning
MFG0285,2021,Compliant,0,Low
MFG0157,2023,Compliant,0,Low
MFG0075,2021,Non-Compliant,33,Warning
MFG0372,2020,Non-Compliant,66,Critical
MFG0288,2019,Non-Compliant,33,Warning
MFG0130,2023,Compliant,0,Low
MFG0175,2019,Compliant,0,Low
MFG0462,2021,Compliant,0,Low
MFG0084,2023,Compliant,0,Low
MFG0022,2022,Compliant,0,Low
MFG0459,2020,Non-Compliant,66,Critical
MFG0027,2021,Non-Compliant,33,Warning
MFG0195,2021,Compliant,0,Low
MFG0337,2020,Non-Compliant,66,Critical
MFG0382,2020,Non-Compliant,33,Warning
MFG0236,2022,Compliant,0,Low
MFG0440,2021,Compliant,0,Low
MFG0092,2021,Non-Compliant,33,Warning
MFG0477,2019,Non-Compliant,33,Warning
MFG0021,2023,Non-Compliant,33,Warning
MFG0303,2023,Non-Compliant,33,Warning
MFG0464,2019,Compliant,0,Low
MFG0357,2023,Non-Compliant,33,Warning
MFG0443,2020,Compliant,0,Low
MFG0084,2023,Compliant,0,Low
MFG0262,2023,Compliant,0,Low
MFG0147,2019,Non-Compliant,33,Warning
MFG0441,2022,Non-Compliant,33,Warning
MFG0453,2023,Compliant,0,Low
MFG0387,2023,Compliant,0,Low
MFG0257,2022,Non-Compliant,33,Warning
MFG0058,2019,Compliant,0,Low
MFG0380,2022,Compliant,0,Low
MFG0422,2019,Compliant,0,Low
MFG0015,2020,Compliant,0,Low
MFG0162,2019,Non-Compliant,33,Warning
MFG0445,2020,Non-Compliant,66,Critical
MFG0163,2020,Non-Compliant,66,Critical
MFG0320,2019,Compliant,0,Low
MFG0497,2021,Non-Compliant,99,Critical
MFG0281,2019,Compliant,0,Low
MFG0280,2023,Compliant,0,Low
MFG0012,2023,Non-Compliant,66,Critical
MFG0274,2021,Non-Compliant,33,Warning
MFG0271,2020,Non-Compliant,33,Warning
MFG0492,2021,Non-Compliant,33,Warning
MFG0208,2023,Compliant,0,Low
MFG0027,2021,Compliant,0,Low
MFG0072,2019,Compliant,0,Low
MFG0060,2021,Non-Compliant,33,Warning
MFG0430,2020,Compliant,0,Low
MFG0473,2019,Non-Compliant,66,Critical
MFG0145,2022,Compliant,0,Low
MFG0093,2023,Non-Compliant,66,Critical
MFG0309,2023,Compliant,0,Low
MFG0008,2021,Compliant,0,Low
MFG0079,2019,Compliant,0,Low
MFG0027,2022,Non-Compliant,33,Warning
MFG0174,2019,Compliant,0,Low
MFG0050,2023,Compliant,0,Low
MFG0199,2019,Compliant,0,Low
MFG0387,2022,Non-Compliant,66,Critical
MFG0349,2021,Non-Compliant,33,Warning
MFG0448,2020,Non-Compliant,66,Critical
MFG0428,2019,Compliant,0,Low
MFG0181,2020,Non-Compliant,33,Warning
MFG0024,2023,Compliant,0,Low
MFG0316,2021,Compliant,0,Low
MFG0378,2021,Compliant,0,Low
MFG0387,2019,Compliant,0,Low
MFG0404,2021,Non-Compliant,33,Warning
MFG0046,2019,Compliant,0,Low
MFG0015,2019,Non-Compliant,33,Warning
MFG0153,2020,Compliant,0,Low
MFG0222,2021,Compliant,0,Low
MFG0206,2019,Compliant,0,Low
MFG0455,2020,Compliant,0,Low
MFG0273,2022,Compliant,0,Low
MFG0382,2020,Compliant,0,Low
MFG0236,2020,Non-Compliant,33,Warning
MFG0340,2019,Non-Compliant,33,Warning
MFG0228,2023,Non-Compliant,33,Warning
MFG0009,2023,Compliant,0,Low
MFG0166,2023,Non-Compliant,66,Critical
MFG0432,2020,Compliant,0,Low
MFG0444,2019,Compliant,0,Low
MFG0319,2021,Non-Compliant,33,Warning
MFG0214,2020,Non-Compliant,33,Warning
MFG0117,2020,Compliant,0,Low
MFG0386,2019,Compliant,0,Low
MFG0344,2022,Compliant,0,Low
MFG0072,2020,Non-Compliant,33,Warning
MFG0395,2022,Compliant,0,Low
MFG0064,2022,Non-Compliant,33,Warning
MFG0205,2023,Compliant,0,Low
MFG0209,2019,Non-Compliant,33,Warning
MFG0072,2022,Compliant,0,Low
MFG0277,2019,Compliant,0,Low
MFG0274,2023,Non-Compliant,33,Warning
MFG0478,2019,Compliant,0,Low
MFG0320,2020,Non-Compliant,33,Warning
MFG0338,2022,Compliant,0,Low
MFG0366,2019,Non-Compliant,33,Warning
MFG0495,2021,Compliant,0,Low
MFG0095,2019,Non-Compliant,33,Warning
MFG0166,2022,Non-Compliant,66,Critical
MFG0032,2023,Non-Compliant,33,Warning
MFG0011,2023,Compliant,0,Low
MFG0301,2022,Non-Compliant,33,Warning
MFG0217,2020,Non-Compliant,33,Warning
MFG0289,2020,Non-Compliant,33,Warning
MFG0102,2023,Compliant,0,Low
MFG0425,2023,Non-Compliant,33,Warning
MFG0392,2022,Non-Compliant,99,Critical
MFG0267,2020,Compliant,0,Low
MFG0214,2023,Non-Compliant,33,Warning
MFG0179,2020,Non-Compliant,33,Warning
MFG0088,2023,Compliant,0,Low
MFG0041,2019,Compliant,0,Low
MFG0401,2021,Compliant,0,Low
MFG0076,2019,Compliant,0,Low
MFG0377,2023,Compliant,0,Low
MFG0046,2021,Non-Compliant,33,Warning
MFG0160,2021,Non-Compliant,33,Warning
MFG0463,2023,Compliant,0,Low
MFG0080,2023,Non-Compliant,33,Warning
MFG0310,2020,Non-Compliant,66,Critical
MFG0086,2023,Non-Compliant,33,Warning
MFG0092,2022,Compliant,0,Low
MFG0148,2023,Non-Compliant,33,Warning
MFG0161,2022,Compliant,0,Low
MFG0202,2023,Compliant,0,Low
MFG0424,2020,Non-Compliant,33,Warning
MFG0416,2022,Compliant,0,Low
MFG0242,2019,Non-Compliant,33,Warning
MFG0353,2022,Non-Compliant,33,Warning
MFG0002,2020,Non-Compliant,33,Warning
MFG0225,2022,Non-Compliant,33,Warning
MFG0289,2023,Compliant,0,Low
MFG0233,2023,Non-Compliant,33,Warning
MFG0461,2020,Compliant,0,Low
MFG0414,2021,Compliant,0,Low
MFG0417,2023,Compliant,0,Low
MFG0077,2019,Non-Compliant,33,Warning
MFG0116,2020,Non-Compliant,33,Warning
MFG0154,2022,Compliant,0,Low
MFG0406,2022,Non-Compliant,33,Warning
MFG0103,2019,Compliant,0,Low
MFG0194,2023,Non-Compliant,33,Warning
MFG0166,2020,Compliant,0,Low
MFG0359,2019,Compliant,0,Low
MFG0090,2023,Compliant,0,Low
MFG0174,2020,Non-Compliant,66,Critical
MFG0122,2022,Non-Compliant,33,Warning
MFG0498,2020,Non-Compliant,33,Warning
MFG0143,2021,Compliant,0,Low
MFG0482,2020,Compliant,0,Low
MFG0106,2021,Compliant,0,Low
MFG0375,2020,Compliant,0,Low
MFG0428,2021,Non-Compliant,33,Warning
MFG0305,2022,Compliant,0,Low
MFG0360,2023,Non-Compliant,66,Critical
MFG0459,2021,Non-Compliant,33,Warning
MFG0317,2021,Compliant,0,Low
MFG0451,2022,Compliant,0,Low
MFG0123,2021,Non-Compliant,33,Warning
MFG0390,2019,Non-Compliant,33,Warning
MFG0009,2022,Compliant,0,Low
MFG0262,2019,Non-Compliant,66,Critical
MFG0073,2022,Compliant,0,Low
MFG0359,2021,Non-Compliant,33,Warning
MFG0223,2019,Compliant,0,Low
MFG0416,2021,Compliant,0,Low
MFG0041,2022,Compliant,0,Low
MFG0370,2021,Non-Compliant,66,Critical
MFG0204,2019,Compliant,0,Low
MFG0264,2019,Compliant,0,Low
MFG0328,2021,Non-Compliant,33,Warning
MFG0178,2020,Compliant,0,Low
MFG0348,2022,Compliant,0,Low
MFG0318,2022,Compliant,0,Low
MFG0084,2021,Non-Compliant,33,Warning
MFG0318,2020,Non-Compliant,33,Warning
MFG0111,2019,Compliant,0,Low
MFG0251,2023,Non-Compliant,33,Warning
MFG0383,2023,Compliant,0,Low
MFG0007,2021,Non-Compliant,33,Warning
MFG0459,2020,Compliant,0,Low
MFG0084,2020,Non-Compliant,33,Warning
MFG0208,2022,Compliant,0,Low
MFG0388,2019,Compliant,0,Low
MFG0390,2020,Compliant,0,Low
MFG0314,2023,Compliant,0,Low
MFG0022,2019,Compliant,0,Low
MFG0410,2019,Non-Compliant,33,Warning
MFG0383,2021,Compliant,0,Low
MFG0003,2020,Non-Compliant,33,Warning
MFG0127,2021,Compliant,0,Low
MFG0297,2020,Non-Compliant,33,Warning
MFG0188,2022,Compliant,0,Low
MFG0362,2021,Compliant,0,Low
MFG0014,2021,Compliant,0,Low
MFG0459,2023,Compliant,0,Low
MFG0466,2021,Compliant,0,Low
MFG0012,2020,Compliant,0,Low
MFG0087,2023,Compliant,0,Low
MFG0012,2021,Non-Compliant,33,Warning
MFG0397,2021,Compliant,0,Low
MFG0025,2022,Non-Compliant,33,Warning
MFG0301,2021,Compliant,0,Low
MFG0243,2019,Compliant,0,Low
MFG0122,2023,Compliant,0,Low
MFG0147,2019,Compliant,0,Low
MFG0055,2023,Compliant,0,Low
MFG0238,2022,Compliant,0,Low
MFG0356,2021,Compliant,0,Low
MFG0173,2021,Compliant,0,Low
MFG0392,2021,Compliant,0,Low
MFG0221,2023,Non-Compliant,33,Warning
MFG0119,2021,Compliant,0,Low
MFG0309,2019,Non-Compliant,33,Warning
MFG0183,2021,Non-Compliant,33,Warning
MFG0288,2022,Compliant,0,Low
MFG0307,2019,Compliant,0,Low
MFG0300,2021,Non-Compliant,33,Warning
MFG0082,2021,Non-Compliant,33,Warning
MFG0454,2020,Non-Compliant,33,Warning
MFG0402,2023,Compliant,0,Low
MFG0211,2019,Compliant,0,Low
MFG0150,2020,Non-Compliant,33,Warning
MFG0037,2022,Compliant,0,Low
MFG0352,2023,Compliant,0,Low
MFG0312,2019,Non-Compliant,33,Warning
MFG0361,2021,Non-Compliant,33,Warning
MFG0059,2019,Compliant,0,Low
MFG0131,2021,Non-Compliant,33,Warning
MFG0412,2023,Compliant,0,Low
MFG0202,2021,Non-Compliant,33,Warning
MFG0243,2022,Non-Compliant,33,Warning
MFG0035,2021,Compliant,0,Low
MFG0445,2022,Compliant,0,Low
MFG0093,2023,Non-Compliant,33,Warning
MFG0438,2023,Non-Compliant,33,Warning
MFG0447,2019,Non-Compliant,33,Warning
MFG0207,2022,Non-Compliant,33,Warning
MFG0353,2022,Non-Compliant,33,Warning
MFG0391,2020,Non-Compliant,33,Warning
MFG0332,2020,Compliant,0,Low
MFG0305,2020,Compliant,0,Low
MFG0350,2021,Compliant,0,Low
MFG0213,2020,Non-Compliant,33,Warning
MFG0159,2022,Compliant,0,Low
MFG0442,2021,Compliant,0,Low
MFG0445,2023,Non-Compliant,66,Critical
MFG0024,2019,Compliant,0,Low
MFG0404,2020,Compliant,0,Low
MFG0293,2023,Non-Compliant,66,Critical
MFG0004,2022,Non-Compliant,33,Warning
MFG0220,2019,Non-Compliant,33,Warning
MFG0364,2023,Non-Compliant,33,Warning
MFG0382,2019,Compliant,0,Low
MFG0020,2020,Non-Compliant,66,Critical
MFG0444,2022,Non-Compliant,33,Warning
MFG0152,2019,Non-Compliant,33,Warning
MFG0050,2023,Non-Compliant,33,Warning
MFG0177,2020,Non-Compliant,33,Warning
MFG0435,2020,Compliant,0,Low
MFG0096,2023,Compliant,0,Low
MFG0105,2023,Non-Compliant,66,Critical
MFG0420,2019,Non-Compliant,33,Warning
MFG0250,2021,Non-Compliant,66,Critical
MFG0117,2020,Compliant,0,Low
MFG0354,2019,Compliant,0,Low
MFG0228,2023,Non-Compliant,66,Critical
MFG0066,2019,Compliant,0,Low
MFG0335,2023,Compliant,0,Low
MFG0418,2022,Compliant,0,Low
MFG0420,2023,Non-Compliant,66,Critical
MFG0262,2023,Non-Compliant,33,Warning
MFG0295,2023,Non-Compliant,33,Warning
MFG0426,2021,Compliant,0,Low
MFG0243,2023,Non-Compliant,33,Warning
MFG0371,2020,Non-Compliant,33,Warning
MFG0186,2020,Non-Compliant,33,Warning
MFG0246,2019,Compliant,0,Low
MFG0125,2021,Compliant,0,Low
MFG0268,2019,Compliant,0,Low
MFG0131,2020,Compliant,0,Low
MFG0237,2020,Non-Compliant,33,Warning
MFG0018,2022,Compliant,0,Low
MFG0040,2023,Non-Compliant,66,Critical
MFG0021,2020,Compliant,0,Low
MFG0399,2019,Compliant,0,Low
MFG0225,2019,Compliant,0,Low
MFG0355,2023,Non-Compliant,33,Warning
MFG0282,2023,Non-Compliant,33,Warning
MFG0008,2022,Compliant,0,Low
MFG0100,2021,Non-Compliant,33,Warning
MFG0240,2019,Compliant,0,Low
MFG0478,2023,Compliant,0,Low
MFG0087,2019,Non-Compliant,33,Warning
MFG0298,2023,Compliant,0,Low
MFG0428,2020,Non-Compliant,33,Warning
MFG0014,2019,Compliant,0,Low
MFG0334,2020,Non-Compliant,33,Warning
MFG0002,2019,Compliant,0,Low
MFG0375,2021,Compliant,0,Low
